"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001658","BP","GO:0001658","branching involved in ureteric bud morphogenesis","5/512","64/29008",0.00544754250547355,0.0407250091777709,0.0304869528787635,"Cd44/Bmp2/Six4/Gdnf/Vegfa",5
"GO:0070059","BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","5/512","64/29008",0.00544754250547355,0.0407250091777709,0.0304869528787635,"Chac1/Trib3/Rnf183/Ern1/Pmaip1",5
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","7/512","120/29008",0.00550731229140256,0.0410983179745916,0.0307664137782865,"Scg2/Thbs1/Cd40/Ngf/Zfp36/Mst1/Tnfaip3",7
"GO:0001656","BP","GO:0001656","metanephros development","6/512","91/29008",0.00553312923482778,0.0412173744605085,0.0308555400805107,"Kif26b/Fbn1/Slit2/Six4/Fgf10/Gdnf",6
"GO:0021516","BP","GO:0021516","dorsal spinal cord development","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Lhx3/Tal1/Gdnf",3
"GO:0031290","BP","GO:0031290","retinal ganglion cell axon guidance","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Slit2/Vegfa/Pou4f3",3
"GO:0035930","BP","GO:0035930","corticosteroid hormone secretion","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Crh/Tac1/Galr1",3
"GO:0043117","BP","GO:0043117","positive regulation of vascular permeability","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Tacr2/Ocln/Vegfa",3
"GO:0048148","BP","GO:0048148","behavioral response to cocaine","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Bdnf/Drd4/Htr2a",3
"GO:0048569","BP","GO:0048569","post-embryonic animal organ development","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Bhlhe23/Cdh23/Vegfa",3
"GO:1903672","BP","GO:1903672","positive regulation of sprouting angiogenesis","3/512","21/29008",0.0057386546198387,0.0422215451695527,0.0316072674762057,"Ghsr/Itga5/Vegfa",3
"GO:0001709","BP","GO:0001709","cell fate determination","4/512","41/29008",0.00579613398098039,0.0425039828771126,0.0318187018074782,"Ntf5/Mesp1/Fezf2/Ebf2",4
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation","10/512","219/29008",0.00579738459917544,0.0425039828771126,0.0318187018074782,"Twist2/Fbn1/Tal1/Isg15/Cd4/Zfp36/Kitl/Fos/Inhba/Cartpt",10
"GO:0032615","BP","GO:0032615","interleukin-12 production","5/512","65/29008",0.00581772909818827,0.0425040033240014,0.031818717114125,"Thbs1/Cd40/Irak3/Irf1/Syk",5
"GO:0051148","BP","GO:0051148","negative regulation of muscle cell differentiation","5/512","65/29008",0.00581772909818827,0.0425040033240014,0.031818717114125,"Rgs4/Bdnf/Bmp2/Myocd/Hdac5",5
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","14/512","366/29008",0.00593169265168351,0.0431851362341923,0.0323286167398445,"Tmeff2/Thbs1/Radil/Adamts9/Itga11/Madcam1/Col1a1/Egflam/Itga5/Gp5/Epha3/Smoc2/Vegfa/Onecut2",14
"GO:0051607","BP","GO:0051607","defense response to virus","11/512","255/29008",0.00594196059695156,0.0431851362341923,0.0323286167398445,"Cd40/Isg15/Fgl2/Irf5/Zc3hav1/Nop53/Trim34a/Irf1/Map3k14/Pmaip1/Ifit1bl1",11
"GO:0140546","BP","GO:0140546","defense response to symbiont","11/512","255/29008",0.00594196059695156,0.0431851362341923,0.0323286167398445,"Cd40/Isg15/Fgl2/Irf5/Zc3hav1/Nop53/Trim34a/Irf1/Map3k14/Pmaip1/Ifit1bl1",11
"GO:0007043","BP","GO:0007043","cell-cell junction assembly","8/512","153/29008",0.00595749412038356,0.0432228609879912,0.0323568576860014,"Epha2/Cldn3/Cldn23/Ocln/Cdh6/Cldn5/Cldn1/Mpp7",8
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","10/512","220/29008",0.00598070033095786,0.0433160254472667,0.0324266010829276,"Bdnf/Ghsr/Epha2/Cldn3/Tpbg/Six4/Cldn5/Cldn1/Epha3/Vegfa",10
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","9/512","186/29008",0.00600191738457553,0.0433944857268878,0.0324853368547778,"Arid5a/Twist2/Thbs1/Ghsr/Zfp36/Tnfaip3/Irak3/Arg2/Syk",9
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","12/512","292/29008",0.00607011066580536,0.0438117313858387,0.0327976891169412,"Twist2/Thbs1/Ghsr/Il12a/Epha2/Zfp36/Lrrc32/Tnfaip3/Irak3/Arg2/Tgfb3/Btn2a2",12
"GO:0048638","BP","GO:0048638","regulation of developmental growth","15/512","406/29008",0.00612730283998121,0.0441482733935888,0.0330496262076664,"Nppc/Rgs4/Bdnf/Gdf5/Ghsr/Ngf/Trp73/Slit2/Plac8/Ifrd1/Six4/Dio3/Vegfa/Syt4/Tll2",15
"GO:0043535","BP","GO:0043535","regulation of blood vessel endothelial cell migration","6/512","93/29008",0.00614479093821232,0.0441980745796718,0.0330869076336027,"Ptgs2/Thbs1/Cd40/Epha2/Hdac5/Vegfa",6
"GO:0043542","BP","GO:0043542","endothelial cell migration","10/512","221/29008",0.00616850224118368,0.0442923898039633,0.0331575124991823,"Ptgs2/Thbs1/Cd40/Epha2/Slit2/Adamts9/Hdac5/Stc1/Smoc2/Vegfa",10
"GO:0001707","BP","GO:0001707","mesoderm formation","5/512","66/29008",0.00620528037153807,0.0444800457506991,0.0332979927132096,"Nr4a3/Tal1/Epha2/Mesp1/Inhba",5
"GO:0045823","BP","GO:0045823","positive regulation of heart contraction","4/512","42/29008",0.00631847617193248,0.0451366015769331,0.0337894938065377,"Rgs4/Nmu/Adm/Apln",4
"GO:0097009","BP","GO:0097009","energy homeostasis","4/512","42/29008",0.00631847617193248,0.0451366015769331,0.0337894938065377,"Nr4a3/Lepr/Nmu/Slc35d3",4
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","14/512","369/29008",0.00635642300337649,0.0453301906674238,0.0339344156027213,"Ptgs2/Bmp2/Trib3/Ntsr1/Ghsr/Nr4a3/Lepr/Irs2/Ppp1r3b/Htr2a/Mas1/Sik1/Ier3/Pmaip1",14
"GO:0007409","BP","GO:0007409","axonogenesis","17/512","487/29008",0.00637124495479609,0.0453584883579095,0.0339555994004375,"Gbx2/Lhx3/Nr4a2/Bdnf/Ngf/Nr4a3/Epha8/Epha2/Slit2/Ntn5/Egr2/Ifrd1/Fezf2/Gdnf/Epha3/Vegfa/Pou4f3",17
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","9/512","188/29008",0.00642344262618153,0.0456134731669935,0.0341464823496693,"Arid5a/Twist2/Thbs1/Ghsr/Zfp36/Tnfaip3/Irak3/Arg2/Syk",9
"GO:0072006","BP","GO:0072006","nephron development","8/512","155/29008",0.00642889104938003,0.0456134731669935,0.0341464823496693,"Kif26b/Cd44/Bmp2/Heyl/Gpr4/Six4/Gdnf/Vegfa",8
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","6/512","94/29008",0.00646841126639516,0.0458160859021447,0.0342981592929999,"Nr4a3/Slit2/P2ry2/Drd4/Myocd/Adamts1",6
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","10/512","223/29008",0.0065578550911959,0.0458838336112685,0.0343488755790708,"Prss56/Thbs1/Il12a/Slit2/Mst1/Madcam1/Kitl/Pawr/Dusp1/Vegfa",10
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","10/512","223/29008",0.0065578550911959,0.0458838336112685,0.0343488755790708,"Lax1/Cd44/Fgl2/Lrrc32/Tnfaip3/Pawr/Irf1/Arg2/Btn2a2/Gp5",10
"GO:0042053","BP","GO:0042053","regulation of dopamine metabolic process","3/512","22/29008",0.00655869596192228,0.0458838336112685,0.0343488755790708,"Nr4a2/Drd4/Htr2c",3
"GO:0043576","BP","GO:0043576","regulation of respiratory gaseous exchange","3/512","22/29008",0.00655869596192228,0.0458838336112685,0.0343488755790708,"Nr4a2/Ntsr1/Glra1",3
"GO:0060055","BP","GO:0060055","angiogenesis involved in wound healing","3/512","22/29008",0.00655869596192228,0.0458838336112685,0.0343488755790708,"Gpr4/Smoc2/Vegfa",3
"GO:0060602","BP","GO:0060602","branch elongation of an epithelium","3/512","22/29008",0.00655869596192228,0.0458838336112685,0.0343488755790708,"Areg/Six4/Fgf10",3
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","7/512","124/29008",0.00656581299342871,0.0458838336112685,0.0343488755790708,"Prss56/Thbs1/Il12a/Slit2/Mst1/Dusp1/Vegfa",7
"GO:1901890","BP","GO:1901890","positive regulation of cell junction assembly","7/512","124/29008",0.00656581299342871,0.0458838336112685,0.0343488755790708,"Bdnf/Epha2/Cldn3/Tpbg/Cldn5/Cldn1/Vegfa",7
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","13/512","333/29008",0.00667229450802769,0.0464135296525051,0.0347454087800519,"Lax1/Cd44/Il12a/Nr4a3/Fgl2/Cd4/Lrrc32/Pawr/Irf1/Arg2/Btn2a2/Syk/Cd6",13
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","13/512","333/29008",0.00667229450802769,0.0464135296525051,0.0347454087800519,"Ptgs2/Crh/Lepr/Plk3/Nmu/Trh/Irs2/Exph5/Slc35d3/Tgfb3/Pcsk1/Adcy8/Pmaip1",13
"GO:0008643","BP","GO:0008643","carbohydrate transport","8/512","156/29008",0.00667492972509107,0.0464135296525051,0.0347454087800519,"Opn3/Trib3/Nr4a3/Hk2/Irs2/Slc35d3/Mfsd4b1/Ocln",8
"GO:0001838","BP","GO:0001838","embryonic epithelial tube formation","8/512","157/29008",0.00692802743251455,0.0480933997350138,0.0360029682277203,"Spint1/Grhl3/Shroom3/Kdm2b/Adm/Six4/Gdnf/Tgif1",8
"GO:0032720","BP","GO:0032720","negative regulation of tumor necrosis factor production","5/512","68/29008",0.00703411899610472,0.0486681842462279,0.0364332548909432,"Twist2/Ghsr/Tnfaip3/Irak3/Arg2",5
"GO:0045668","BP","GO:0045668","negative regulation of osteoblast differentiation","5/512","68/29008",0.00703411899610472,0.0486681842462279,0.0364332548909432,"Twist2/Areg/Hdac5/Gdf10/Rorb",5
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","9/512","191/29008",0.00709794620758345,0.0490286234735393,0.0367030815640505,"Arid5a/Twist2/Thbs1/Ghsr/Zfp36/Tnfaip3/Irak3/Arg2/Syk",9
"GO:0043123","BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","7/512","126/29008",0.00714848823757474,0.0491616984857731,0.0368027022077096,"Cd40/Zc3hav1/Cd4/Akap13/Trim34a/Edar/Map3k14",7
"GO:0001570","BP","GO:0001570","vasculogenesis","6/512","96/29008",0.00715250363229242,0.0491616984857731,0.0368027022077096,"Eng/Tiparp/Epha2/Prok2/Adm/Myocd",6
"GO:0070509","BP","GO:0070509","calcium ion import","6/512","96/29008",0.00715250363229242,0.0491616984857731,0.0368027022077096,"Crh/Hrh1/Atp2c2/Pawr/Trpv3/Stc1",6
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","10/512","226/29008",0.00717735449304062,0.0492515015212098,0.0368699292253336,"Scg2/Thbs1/Slit2/Tafa4/Hrh1/Mst1/Pawr/Syk/Dusp1/Vegfa",10
"GO:0043235","CC","GO:0043235","receptor complex","30/514","408/28886",7.37898657934978e-11,2.66381415514527e-08,2.47001866550866e-08,"Eng/Cd44/Bmp2/Cd40/Hjv/Gpr63/Lepr/Epha8/Epha2/Kctd8/Gabrg1/Gprc5a/Arntl/Itga11/Htr1b/Col10a1/Chrne/Trpv3/Gprc5c/Syk/Ahrr/Htr2a/Gdnf/Itga5/Trat1/Epha3/Cd6/Gpr101/Gabre/Htr2c",30
"GO:0098793","CC","GO:0098793","presynapse","26/514","489/28886",8.91516790937548e-07,0.000160918780764227,0.000149211757641126,"Bdnf/Ntsr1/Ngf/Penk/Slc1a7/Nmu/Btbd8/Rimbp2/Chrm2/Blvrb/Ntf5/Mctp2/Drd4/Lpar2/Htr1b/Tpbg/Nts/Scgn/Pcsk1/Pcdh17/Adcy8/Epha3/Slc5a7/Adcyap1/Syt4/Fosl1",26
"GO:0044306","CC","GO:0044306","neuron projection terminus","14/514","210/28886",2.66608523075853e-05,0.00271644533965505,0.00251882087187726,"Bdnf/Ntsr1/Ngf/Penk/Nmu/Chrm2/Blvrb/Drd4/Tpbg/Nts/Scgn/Pcsk1/Adcyap1/Syt4",14
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","20/514","393/28886",3.0099117336898e-05,0.00271644533965505,0.00251882087187726,"Col9a1/Tmeff2/Thbs1/Fbn1/Fgl2/Slit2/Nphs1/Ntn5/Acan/Muc2/Impg1/Col10a1/Adamts2/Col1a1/Tgfb3/Fgf10/Egflam/Adamts1/Smoc2/Vegfa",20
"GO:0005604","CC","GO:0005604","basement membrane","10/514","119/28886",5.49153186976732e-05,0.003964886009972,0.00367643607281265,"Col9a1/Tmeff2/Fbn1/Nphs1/Ntn5/Acan/Egflam/Adamts1/Smoc2/Vegfa",10
"GO:0005667","CC","GO:0005667","transcription regulator complex","21/514","475/28886",0.000142387609577653,0.00769753423096246,0.00713752991819817,"Arid5a/Twist2/Lhx3/Nr6a1/Nr4a2/Pax1/Nr4a3/Tal1/Dmbx1/Heyl/Arntl/Barx2/Pou2f3/Myocd/Hdac5/Six4/Fos/Sap18/Crem/Mkx/Pou4f3",21
"GO:0043679","CC","GO:0043679","axon terminus","12/514","188/28886",0.000149259666528358,0.00769753423096246,0.00713752991819817,"Bdnf/Ntsr1/Penk/Nmu/Chrm2/Blvrb/Drd4/Tpbg/Nts/Scgn/Pcsk1/Adcyap1",12
"GO:0043204","CC","GO:0043204","perikaryon","10/514","140/28886",0.00021267610846172,0.00959700939433513,0.00889881611721409,"Cnga3/Bdnf/Ntsr1/Crh/Penk/Esr2/Pcsk1/Pde10a/Slc5a7/Adcyap1",10
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","7/514","84/28886",0.000754128262891918,0.0302489225448869,0.0280482792514187,"Bdnf/Slc27a2/Il12a/Ngf/Cd4/Ntf5/Pcsk1",7
"GO:0099056","CC","GO:0099056","integral component of presynaptic membrane","5/514","44/28886",0.0010721820049442,0.0372718198649263,0.0345602528562373,"Slc1a7/Lpar2/Htr1b/Pcdh17/Adcy8",5
"GO:0043195","CC","GO:0043195","terminal bouton","7/514","90/28886",0.00113570642247698,0.0372718198649263,0.0345602528562373,"Bdnf/Ntsr1/Nmu/Blvrb/Drd4/Scgn/Adcyap1",7
"GO:0048018","MF","GO:0048018","receptor ligand activity","32/508","498/28438",5.73341049095606e-10,3.67511612470283e-07,3.19260436812185e-07,"Scg2/Nppc/Bdnf/Fbn1/Bmp2/Gdf5/Crh/Il12a/Ngf/Penk/Slit2/Areg/Tac1/Trh/Tafa4/Ntf5/Adm/Fgf3/Kitl/Nts/Tgfb3/Inhba/Cartpt/Fgf10/Gdf10/Stc1/Gdnf/Adm2/Vegfa/Adcyap1/Insl6/Apln",32
"GO:0008083","MF","GO:0008083","growth factor activity","15/508","148/28438",7.32069357017462e-08,2.34628228924097e-05,2.03823520980125e-05,"Bdnf/Bmp2/Gdf5/Il12a/Ngf/Areg/Ntf5/Fgf3/Kitl/Tgfb3/Inhba/Fgf10/Gdf10/Gdnf/Vegfa",15
"GO:0005179","MF","GO:0005179","hormone activity","13/508","131/28438",6.91758574801543e-07,0.000145851475056416,0.000126702406281048,"Nppc/Fbn1/Crh/Trh/Adm/Nts/Inhba/Cartpt/Stc1/Adm2/Adcyap1/Insl6/Apln",13
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","17/508","229/28438",9.10149610336449e-07,0.000145851475056416,0.000126702406281048,"Eng/Tnfaip6/Cd44/Thbs1/Fbn1/Slit2/Acan/Tgfbr3l/Layn/Impg1/Rspo3/Fgf10/Egflam/Adamts1/Smoc2/Vegfa/Lipg",17
"GO:0019955","MF","GO:0019955","cytokine binding","12/508","139/28438",7.94430730915986e-06,0.00101846019703429,0.000884744961378013,"Eng/Cd44/Gdf5/Il12a/Hjv/Lepr/Cd4/Zfp36/Lrrc32/Tgfbr3l/Ackr2/Tgfb3",12
"GO:0019838","MF","GO:0019838","growth factor binding","12/508","151/28438",1.84161226922094e-05,0.00196745577428437,0.00170914542178575,"Eng/Thbs1/Epha8/Epha2/Lrrc32/Tgfbr3l/Col1a1/Tgfb3/Esm1/Epha3/Dusp1/Vegfa",12
"GO:0042562","MF","GO:0042562","hormone binding","9/508","87/28438",2.57561934078963e-05,0.00230838463349729,0.00200531319668292,"Ghsr/Lepr/Aldh1a3/Hcrtr2/Esr2/Inhba/Mchr1/Mc4r/Galr1",9
"GO:0030594","MF","GO:0030594","neurotransmitter receptor activity","10/508","110/28438",2.88097926177508e-05,0.00230838463349729,0.00200531319668292,"Gabrg1/Chrm2/Hrh1/Drd4/Htr1b/Glra1/Chrne/Htr2a/Gabre/Htr2c",10
"GO:0005540","MF","GO:0005540","hyaluronic acid binding","5/508","22/28438",3.65277711438023e-05,0.00260158903368637,0.0022600223315873,"Tnfaip6/Cd44/Acan/Layn/Impg1",5
"GO:0071855","MF","GO:0071855","neuropeptide receptor binding","6/508","37/28438",4.58300645185146e-05,0.00293770713563679,0.0025520109610836,"Crh/Nmu/Tac1/Nts/Adcyap1/Apln",6
"GO:0005160","MF","GO:0005160","transforming growth factor beta receptor binding","5/508","25/28438",7.05081384611823e-05,0.00331110287360856,0.0028763829873371,"Eng/Cd44/Tgfbr3l/Tgfb3/Gdnf",5
"GO:0004993","MF","GO:0004993","G protein-coupled serotonin receptor activity","6/508","40/28438",7.23173794547891e-05,0.00331110287360856,0.0028763829873371,"Chrm2/Hrh1/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0042923","MF","GO:0042923","neuropeptide binding","6/508","40/28438",7.23173794547891e-05,0.00331110287360856,0.0028763829873371,"Npbwr1/Sstr2/Mchr1/Mc4r/Galr1/Ptgdr2",6
"GO:0099589","MF","GO:0099589","serotonin receptor activity","6/508","40/28438",7.23173794547891e-05,0.00331110287360856,0.0028763829873371,"Chrm2/Hrh1/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0008528","MF","GO:0008528","G protein-coupled peptide receptor activity","10/508","146/28438",0.000307601794208047,0.012664277920354,0.0110015650215408,"Npbwr1/Ntsr1/Hcrtr2/Ackr2/Tacr2/Lgr5/Sstr2/Mas1/Mc4r/Galr1",10
"GO:0004879","MF","GO:0004879","nuclear receptor activity","6/508","53/28438",0.000355627149089504,0.012664277920354,0.0110015650215408,"Nr6a1/Nr4a2/Nr4a3/Esr2/Ahrr/Rorb",6
"GO:0017046","MF","GO:0017046","peptide hormone binding","6/508","53/28438",0.000355627149089504,0.012664277920354,0.0110015650215408,"Ghsr/Lepr/Hcrtr2/Inhba/Mc4r/Galr1",6
"GO:0098531","MF","GO:0098531","ligand-activated transcription factor activity","6/508","53/28438",0.000355627149089504,0.012664277920354,0.0110015650215408,"Nr6a1/Nr4a2/Nr4a3/Esr2/Ahrr/Rorb",6
"GO:0001653","MF","GO:0001653","peptide receptor activity","10/508","153/28438",0.000446523157002512,0.0143110671819305,0.0124321447397015,"Npbwr1/Ntsr1/Hcrtr2/Ackr2/Tacr2/Lgr5/Sstr2/Mas1/Mc4r/Galr1",10
"GO:0070851","MF","GO:0070851","growth factor receptor binding","10/508","153/28438",0.000446523157002512,0.0143110671819305,0.0124321447397015,"Cd44/Il12a/Areg/Fgf3/Ern1/Esm1/Fgf10/Gdnf/Itga5/Vegfa",10
"GO:0050431","MF","GO:0050431","transforming growth factor beta binding","4/508","22/28438",0.000570077278551118,0.017400930264346,0.0151163348548141,"Eng/Lrrc32/Tgfbr3l/Tgfb3",4
"GO:0001664","MF","GO:0001664","G protein-coupled receptor binding","15/508","318/28438",0.000664630915556413,0.0193649280396209,0.0168224762837006,"Crh/Penk/Nmu/Tac1/Prok2/P2ry2/Adm/Calcb/Gnat1/Prkar2a/Rspo3/Nts/Hspa1a/Adcyap1/Apln",15
"GO:0008188","MF","GO:0008188","neuropeptide receptor activity","5/508","41/28438",0.000786320247970659,0.0219144034325736,0.0190372270561317,"Npbwr1/Ntsr1/Tacr2/Sstr2/Galr1",5
"GO:0008201","MF","GO:0008201","heparin binding","10/508","169/28438",0.000966157532506489,0.0252495617934089,0.0219345072480718,"Thbs1/Fbn1/Slit2/Impg1/Rspo3/Fgf10/Adamts1/Smoc2/Vegfa/Lipg",10
"GO:0008227","MF","GO:0008227","G protein-coupled amine receptor activity","6/508","64/28438",0.000984772300834981,0.0252495617934089,0.0219345072480718,"Chrm2/Hrh1/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0005178","MF","GO:0005178","integrin binding","9/508","142/28438",0.00105967123641876,0.0261249716363241,0.0226949831605476,"Thbs1/Frmd5/Fbn1/Isg15/Madcam1/Syk/Esm1/Itga5/Itgb1bp2",9
"GO:0098960","MF","GO:0098960","postsynaptic neurotransmitter receptor activity","6/508","69/28438",0.00146112003605355,0.0335645840077932,0.02915783716253,"Gabrg1/Chrm2/Drd4/Glra1/Chrne/Gabre",6
"GO:0005184","MF","GO:0005184","neuropeptide hormone activity","4/508","28/28438",0.00146615967584744,0.0335645840077932,0.02915783716253,"Nppc/Nts/Cartpt/Adcyap1",4
"GO:0005005","MF","GO:0005005","transmembrane-ephrin receptor activity","3/508","14/28438",0.00178113322301189,0.0368292385790524,0.0319938701179386,"Epha8/Epha2/Epha3",3
"GO:0051378","MF","GO:0051378","serotonin binding","3/508","14/28438",0.00178113322301189,0.0368292385790524,0.0319938701179386,"Htr1b/Htr2a/Htr2c",3
"GO:0102991","MF","GO:0102991","myristoyl-CoA hydrolase activity","3/508","14/28438",0.00178113322301189,0.0368292385790524,0.0319938701179386,"Baat/Acot3/Acot5",3
"GO:0003714","MF","GO:0003714","transcription corepressor activity","10/508","187/28438",0.00205822444058994,0.0412288083255672,0.0358158134563183,"Arid5a/Sfmbt2/Trib3/Sap30/Mlip/Hdac5/Cys1/Cdyl/Sap18/Hspa1a",10
"GO:0001227","MF","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","14/508","328/28438",0.0025157050192228,0.0431230644762599,0.0374613697478307,"Atf3/Bach2/Dmbx1/Klf17/Heyl/Hic1/Hdac5/Nfil3/Zfp459/Fezf2/Ets2/Tgif1/Crem/Mkx",14
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","6/508","77/28438",0.00256467452446369,0.0431230644762599,0.0374613697478307,"Eng/Hjv/Epha8/Epha2/Tgfbr3l/Epha3",6
"GO:0061629","MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","14/508","329/28438",0.00258583569608607,0.0431230644762599,0.0374613697478307,"Arid5a/Gbx2/Lhx3/Nr4a2/Nr4a3/Tal1/Arntl/Egr2/Myocd/Hdac5/Ifrd1/Fos/Ets2/Mkx",14
"GO:0001217","MF","GO:0001217","DNA-binding transcription repressor activity","14/508","330/28438",0.0026575682837702,0.0431230644762599,0.0374613697478307,"Atf3/Bach2/Dmbx1/Klf17/Heyl/Hic1/Hdac5/Nfil3/Zfp459/Fezf2/Ets2/Tgif1/Crem/Mkx",14
"GO:0005003","MF","GO:0005003","ephrin receptor activity","3/508","16/28438",0.00266842740478808,0.0431230644762599,0.0374613697478307,"Epha8/Epha2/Epha3",3
"GO:0005165","MF","GO:0005165","neurotrophin receptor binding","3/508","16/28438",0.00266842740478808,0.0431230644762599,0.0374613697478307,"Bdnf/Ngf/Ntf5",3
"GO:0036122","MF","GO:0036122","BMP binding","3/508","16/28438",0.00266842740478808,0.0431230644762599,0.0374613697478307,"Eng/Gdf5/Hjv",3
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","13/508","295/28438",0.00269098686279313,0.0431230644762599,0.0374613697478307,"Thbs1/Frmd5/Fbn1/Isg15/Nphs1/Itga11/Cdh23/Madcam1/Syk/Esm1/Cdh6/Itga5/Itgb1bp2",13
"GO:0019887","MF","GO:0019887","protein kinase regulator activity","10/508","197/28438",0.00300095355102484,0.0469173469806567,0.0407574949548689,"Bmp2/Trib3/Ngf/Inka2/Tal1/Gprc5a/Prkar2a/Gprc5c/Alkal2/Itprip",10
"GO:0005237","MF","GO:0005237","inhibitory extracellular ligand-gated ion channel activity","3/508","17/28438",0.0031975725386447,0.0476661394714245,0.0414079773058273,"Gabrg1/Glra1/Gabre",3
"GO:0016290","MF","GO:0016290","palmitoyl-CoA hydrolase activity","3/508","17/28438",0.0031975725386447,0.0476661394714245,0.0414079773058273,"Baat/Acot3/Acot5",3
